83.0927,11,92
83.1094,4,109
83.1136,14,113
83.1141,1,114
83.1292,15,129
83.136,6,135
83.1399,5,139
83.1419,16,141
83.1492,13,149
84.0067,2,6
84.0114,8,11
84.0194,1,19
84.0329,7,32
84.0406,13,40
84.0418,16,41
84.0423,5,42
84.0537,14,53
84.0614,10,61
84.0643,15,64
84.0786,4,78
84.087,12,87
84.0877,11,87
84.1174,6,117
84.1226,17,122
84.1345,18,134
84.1345,9,134
84.1367,3,136
85.017,4,17
85.0235,13,23
85.0264,8,26
85.0281,3,28
85.0418,18,41
85.0526,17,52
85.0645,5,64
85.0646,6,64
85.0698,9,69
85.0737,7,73
85.1012,1,101
85.1196,15,119
85.1215,2,121
85.1229,16,122
85.1351,11,135
85.1394,12,139
85.1477,14,147
85.1485,10,148
86.0039,6,3
86.0137,5,13
86.0208,17,20
86.0247,16,24
86.0333,12,33
86.0418,14,41
86.0486,15,48
86.0596,3,59
86.0645,2,64
86.0772,18,77
86.0875,1,87
86.1015,4,101
86.1067,7,106
86.1157,8,115
86.123,11,122
86.1313,13,131
86.1379,9,137
86.1383,10,138
87.0054,8,5
